order_id,customer_email,quantity,unit_price,total,order_date,product_name
3362,user1362@mail.com,1,48.39,48.39,2026-01-01,Product 12
3364,user1364@mail.com,2,48.48,96.96,2026-01-01,Product 14
3365,user1365@mail.com,3,72.49,217.47,2026-01-01,Product 15
3366,user1366@mail.com,4,53.04,212.16,2026-01-01,Product 16
3368,user1368@mail.com,5,31.69,158.45,2026-01-01,Product 18
3369,user1369@mail.com,4,28.22,112.88,2026-01-01,Product 19
3370,user1370@mail.com,3,73.89,221.67,2026-01-01,Product 20
3371,user1371@mail.com,3,21.01,63.03,2026-01-01,Product 21
3372,user1372@mail.com,3,25.84,77.52,2026-01-01,Product 22
3373,user1373@mail.com,1,94.69,94.69,2026-01-01,Product 23
3374,user1374@mail.com,4,32.8,131.2,2026-01-01,Product 24
3375,user1375@mail.com,2,39.1,78.2,2026-01-01,Product 25
3377,user1377@mail.com,3,49.63,148.89,2026-01-01,Product 27
3379,user1379@mail.com,2,23.01,46.02,2026-01-01,Product 29
3380,user1380@mail.com,4,70.52,282.08,2026-01-01,Product 0
3383,user1383@mail.com,4,57.13,228.52,2026-01-01,Product 3
3384,user1384@mail.com,5,83.46,417.3,2026-01-01,Product 4
3385,user1385@mail.com,3,25.54,76.62,2026-01-01,Product 5
3386,user1386@mail.com,3,43.98,131.94,2026-01-01,Product 6
3387,user1387@mail.com,2,86.21,172.42,2026-01-01,Product 7
3388,user1388@mail.com,5,81.88,409.4,2026-01-01,Product 8
3389,user1389@mail.com,3,96.92,290.76,2026-01-01,Product 9
3390,user1390@mail.com,3,29.98,89.94,2026-01-01,Product 10
3391,user1391@mail.com,2,58.51,117.02,2026-01-01,Product 11
3392,user1392@mail.com,4,11.61,46.44,2026-01-01,Product 12
3393,user1393@mail.com,3,96.87,290.61,2026-01-01,Product 13
3394,user1394@mail.com,1,25.76,25.76,2026-01-01,Product 14
3395,user1395@mail.com,1,91.42,91.42,2026-01-01,Product 15
3396,user1396@mail.com,4,71.05,284.2,2026-01-01,Product 16
3397,user1397@mail.com,5,94.32,471.6,2026-01-01,Product 17
3398,user1398@mail.com,2,32.34,64.68,2026-01-01,Product 18
3399,user1399@mail.com,1,41.06,41.06,2026-01-01,Product 19
3400,user1400@mail.com,1,24.8,24.8,2026-01-01,Product 20
3402,user1402@mail.com,5,95.27,476.35,2026-01-01,Product 22
3403,user1403@mail.com,5,61.4,307.0,2026-01-01,Product 23
3404,user1404@mail.com,4,47.45,189.8,2026-01-01,Product 24
3405,user1405@mail.com,1,39.24,39.24,2026-01-01,Product 25
3406,user1406@mail.com,2,62.63,125.26,2026-01-01,Product 26
3407,user1407@mail.com,1,75.09,75.09,2026-01-01,Product 27
3408,user1408@mail.com,5,46.61,233.05,2026-01-01,Product 28
3409,user1409@mail.com,1,30.78,30.78,2026-01-01,Product 29
3410,user1410@mail.com,2,62.65,125.3,2026-01-01,Product 0
3411,user1411@mail.com,3,42.9,128.7,2026-01-01,Product 1
3412,user1412@mail.com,1,99.49,99.49,2026-01-01,Product 2
3413,user1413@mail.com,4,49.69,198.76,2026-01-01,Product 3
3414,user1414@mail.com,3,49.1,147.3,2026-01-01,Product 4
3415,user1415@mail.com,4,85.55,342.2,2026-01-01,Product 5
3416,user1416@mail.com,4,32.59,130.36,2026-01-01,Product 6
3417,user1417@mail.com,4,15.94,63.76,2026-01-01,Product 7
3418,user1418@mail.com,1,86.84,86.84,2026-01-01,Product 8
3419,user1419@mail.com,5,63.01,315.05,2026-01-01,Product 9
3420,user1420@mail.com,3,33.41,100.23,2026-01-01,Product 10
3421,user1421@mail.com,2,40.85,81.7,2026-01-01,Product 11
3422,user1422@mail.com,5,48.31,241.55,2026-01-01,Product 12
3423,user1423@mail.com,1,71.24,71.24,2026-01-01,Product 13
3425,user1425@mail.com,2,45.62,91.24,2026-01-01,Product 15
3426,user1426@mail.com,3,80.24,240.72,2026-01-01,Product 16
3427,user1427@mail.com,5,16.47,82.35,2026-01-01,Product 17
3428,user1428@mail.com,5,68.73,343.65,2026-01-01,Product 18
3429,user1429@mail.com,2,50.4,100.8,2026-01-01,Product 19
3430,user1430@mail.com,1,40.14,40.14,2026-01-01,Product 20
3432,user1432@mail.com,2,80.01,160.02,2026-01-01,Product 22
3433,user1433@mail.com,4,29.73,118.92,2026-01-01,Product 23
3434,user1434@mail.com,3,68.71,206.13,2026-01-01,Product 24
3436,user1436@mail.com,2,99.04,198.08,2026-01-01,Product 26
3437,user1437@mail.com,5,72.86,364.3,2026-01-01,Product 27
3438,user1438@mail.com,5,72.16,360.8,2026-01-01,Product 28
3439,user1439@mail.com,5,65.2,326.0,2026-01-01,Product 29
3440,user1440@mail.com,1,13.6,13.6,2026-01-02,Product 0
3441,user1441@mail.com,5,62.66,313.3,2026-01-02,Product 1
3442,user1442@mail.com,4,82.45,329.8,2026-01-02,Product 2
3443,user1443@mail.com,4,45.59,182.36,2026-01-02,Product 3
3444,user1444@mail.com,3,62.83,188.49,2026-01-02,Product 4
3445,user1445@mail.com,5,93.38,466.9,2026-01-02,Product 5
3446,user1446@mail.com,5,25.48,127.4,2026-01-02,Product 6
3447,user1447@mail.com,2,35.24,70.48,2026-01-02,Product 7
3448,user1448@mail.com,1,19.93,19.93,2026-01-02,Product 8
3449,user1449@mail.com,3,55.02,165.06,2026-01-02,Product 9
3450,user1450@mail.com,5,85.57,427.85,2026-01-02,Product 10
3451,user1451@mail.com,2,49.17,98.34,2026-01-02,Product 11
3452,user1452@mail.com,1,16.29,16.29,2026-01-02,Product 12
3453,user1453@mail.com,3,33.72,101.16,2026-01-02,Product 13
3454,user1454@mail.com,3,90.07,270.21,2026-01-02,Product 14
3455,user1455@mail.com,5,60.18,300.9,2026-01-02,Product 15
3456,user1456@mail.com,3,92.27,276.81,2026-01-02,Product 16
3457,user1457@mail.com,2,85.1,170.2,2026-01-02,Product 17
3458,user1458@mail.com,3,47.29,141.87,2026-01-02,Product 18
3459,user1459@mail.com,4,67.02,268.08,2026-01-02,Product 19
3460,user1460@mail.com,2,69.8,139.6,2026-01-02,Product 20
3461,user1461@mail.com,1,77.21,77.21,2026-01-02,Product 21
3462,user1462@mail.com,1,39.97,39.97,2026-01-02,Product 22
3463,user1463@mail.com,5,36.01,180.05,2026-01-02,Product 23
3464,user1464@mail.com,5,71.61,358.05,2026-01-02,Product 24
3465,user1465@mail.com,4,83.69,334.76,2026-01-02,Product 25
3466,user1466@mail.com,1,47.28,47.28,2026-01-02,Product 26
3467,user1467@mail.com,1,38.9,38.9,2026-01-02,Product 27
3468,user1468@mail.com,1,84.3,84.3,2026-01-02,Product 28
3469,user1469@mail.com,1,71.83,71.83,2026-01-02,Product 29
3470,user1470@mail.com,3,40.92,122.76,2026-01-02,Product 0
3471,user1471@mail.com,2,57.67,115.34,2026-01-02,Product 1
3472,user1472@mail.com,2,96.48,192.96,2026-01-02,Product 2
3473,user1473@mail.com,4,77.49,309.96,2026-01-02,Product 3
3474,user1474@mail.com,3,29.95,89.85,2026-01-02,Product 4
3475,user1475@mail.com,1,36.55,36.55,2026-01-02,Product 5
3476,user1476@mail.com,1,33.87,33.87,2026-01-02,Product 6
3477,user1477@mail.com,5,86.35,431.75,2026-01-02,Product 7
3478,user1478@mail.com,5,67.73,338.65,2026-01-02,Product 8
3479,user1479@mail.com,4,94.6,378.4,2026-01-02,Product 9
3480,user1480@mail.com,1,18.18,18.18,2026-01-02,Product 10
3482,user1482@mail.com,3,70.86,212.58,2026-01-02,Product 12
3483,user1483@mail.com,2,34.0,68.0,2026-01-02,Product 13
3484,user1484@mail.com,1,71.13,71.13,2026-01-02,Product 14
3485,user1485@mail.com,3,75.11,225.33,2026-01-02,Product 15
3486,user1486@mail.com,1,37.4,37.4,2026-01-02,Product 16
3487,user1487@mail.com,5,95.74,478.7,2026-01-02,Product 17
3488,user1488@mail.com,4,79.73,318.92,2026-01-02,Product 18
3489,user1489@mail.com,5,43.06,215.3,2026-01-02,Product 19
3490,user1490@mail.com,2,47.09,94.18,2026-01-02,Product 20
3491,user1491@mail.com,5,74.43,372.15,2026-01-02,Product 21
3493,user1493@mail.com,5,36.58,182.9,2026-01-02,Product 23
3494,user1494@mail.com,1,66.24,66.24,2026-01-02,Product 24
3495,user1495@mail.com,2,22.13,44.26,2026-01-02,Product 25
3496,user1496@mail.com,5,99.4,497.0,2026-01-02,Product 26
3497,user1497@mail.com,4,35.85,143.4,2026-01-02,Product 27
3498,user1498@mail.com,4,44.44,177.76,2026-01-02,Product 28
3499,user1499@mail.com,4,30.18,120.72,2026-01-02,Product 29
3500,user1500@mail.com,5,67.91,339.55,2026-01-02,Product 0
3501,user1501@mail.com,5,15.44,77.2,2026-01-02,Product 1
3502,user1502@mail.com,5,93.5,467.5,2026-01-02,Product 2
3503,user1503@mail.com,1,37.36,37.36,2026-01-02,Product 3
3504,user1504@mail.com,2,93.46,186.92,2026-01-02,Product 4
3505,user1505@mail.com,4,32.82,131.28,2026-01-02,Product 5
3506,user1506@mail.com,1,56.24,56.24,2026-01-02,Product 6
3507,user1507@mail.com,4,72.57,290.28,2026-01-02,Product 7
3508,user1508@mail.com,1,65.14,65.14,2026-01-02,Product 8
3509,user1509@mail.com,5,56.12,280.6,2026-01-02,Product 9
3510,user1510@mail.com,4,80.97,323.88,2026-01-02,Product 10
3511,user1511@mail.com,5,52.34,261.7,2026-01-02,Product 11
3512,user1512@mail.com,4,39.99,159.96,2026-01-02,Product 12
3513,user1513@mail.com,3,74.67,224.01,2026-01-02,Product 13
3514,user1514@mail.com,1,94.35,94.35,2026-01-02,Product 14
3515,user1515@mail.com,3,64.12,192.36,2026-01-02,Product 15
3516,user1516@mail.com,1,35.17,35.17,2026-01-02,Product 16
3517,user1517@mail.com,2,78.65,157.3,2026-01-02,Product 17
3520,user1520@mail.com,2,44.62,89.24,2026-01-02,Product 20
3521,user1521@mail.com,1,22.69,22.69,2026-01-02,Product 21
3522,user1522@mail.com,3,17.17,51.51,2026-01-02,Product 22
3523,user1523@mail.com,5,82.66,413.3,2026-01-02,Product 23
3525,user1525@mail.com,5,35.32,176.6,2026-01-02,Product 25
3526,user1526@mail.com,2,33.05,66.1,2026-01-02,Product 26
3527,user1527@mail.com,5,16.73,83.65,2026-01-02,Product 27
3528,user1528@mail.com,3,98.64,295.92,2026-01-02,Product 28
3530,user1530@mail.com,3,24.78,74.34,2026-01-02,Product 0
3532,user1532@mail.com,1,75.08,75.08,2026-01-02,Product 2
3533,user1533@mail.com,3,69.64,208.92,2026-01-02,Product 3
3534,user1534@mail.com,4,36.75,147.0,2026-01-02,Product 4
3535,user1535@mail.com,4,47.39,189.56,2026-01-02,Product 5
3536,user1536@mail.com,4,85.7,342.8,2026-01-02,Product 6
3537,user1537@mail.com,5,67.59,337.95,2026-01-02,Product 7
3539,user1539@mail.com,1,19.84,19.84,2026-01-02,Product 9
3540,user1540@mail.com,1,91.02,91.02,2026-01-02,Product 10
3541,user1541@mail.com,5,96.0,480.0,2026-01-02,Product 11
3543,user1543@mail.com,4,72.23,288.92,2026-01-02,Product 13
3544,user1544@mail.com,3,58.39,175.17,2026-01-02,Product 14
3545,user1545@mail.com,1,97.44,97.44,2026-01-02,Product 15
3546,user1546@mail.com,1,72.47,72.47,2026-01-02,Product 16
3547,user1547@mail.com,2,16.91,33.82,2026-01-02,Product 17
3548,user1548@mail.com,2,18.26,36.52,2026-01-02,Product 18
3549,user1549@mail.com,2,96.72,193.44,2026-01-02,Product 19
3550,user1550@mail.com,3,94.9,284.7,2026-01-02,Product 20
3551,user1551@mail.com,4,60.21,240.84,2026-01-02,Product 21
3552,user1552@mail.com,4,29.27,117.08,2026-01-02,Product 22
3553,user1553@mail.com,4,62.52,250.08,2026-01-02,Product 23
3554,user1554@mail.com,3,78.72,236.16,2026-01-02,Product 24
3555,user1555@mail.com,3,10.75,32.25,2026-01-02,Product 25
3556,user1556@mail.com,2,84.05,168.1,2026-01-02,Product 26
3557,user1557@mail.com,1,51.83,51.83,2026-01-02,Product 27
3558,user1558@mail.com,5,51.68,258.4,2026-01-02,Product 28
3559,user1559@mail.com,5,49.09,245.45,2026-01-02,Product 29
3561,user1561@mail.com,2,28.85,57.7,2026-01-02,Product 1
3562,user1562@mail.com,1,64.6,64.6,2026-01-02,Product 2
3563,user1563@mail.com,1,13.97,13.97,2026-01-02,Product 3
3564,user1564@mail.com,5,83.02,415.1,2026-01-02,Product 4
3565,user1565@mail.com,2,83.39,166.78,2026-01-02,Product 5
3566,user1566@mail.com,3,38.07,114.21,2026-01-02,Product 6
3567,user1567@mail.com,5,19.49,97.45,2026-01-02,Product 7
3568,user1568@mail.com,3,77.3,231.9,2026-01-02,Product 8
3569,user1569@mail.com,2,52.32,104.64,2026-01-02,Product 9
3570,user1570@mail.com,1,93.25,93.25,2026-01-02,Product 10
3571,user1571@mail.com,4,41.81,167.24,2026-01-02,Product 11
3572,user1572@mail.com,4,85.74,342.96,2026-01-02,Product 12
3573,user1573@mail.com,2,12.28,24.56,2026-01-02,Product 13
3574,user1574@mail.com,4,79.55,318.2,2026-01-02,Product 14
3575,user1575@mail.com,3,71.04,213.12,2026-01-02,Product 15
3576,user1576@mail.com,4,57.36,229.44,2026-01-02,Product 16
3577,user1577@mail.com,2,91.94,183.88,2026-01-02,Product 17
3578,user1578@mail.com,2,94.78,189.56,2026-01-02,Product 18
3579,user1579@mail.com,3,93.67,281.01,2026-01-02,Product 19
3580,user1580@mail.com,4,63.8,255.2,2026-01-02,Product 20
3581,user1581@mail.com,4,56.75,227.0,2026-01-02,Product 21
3582,user1582@mail.com,1,34.21,34.21,2026-01-02,Product 22
3583,user1583@mail.com,5,24.59,122.95,2026-01-02,Product 23
3584,user1584@mail.com,2,60.14,120.28,2026-01-02,Product 24
3586,user1586@mail.com,2,25.49,50.98,2026-01-02,Product 26
3587,user1587@mail.com,1,42.11,42.11,2026-01-02,Product 27
3588,user1588@mail.com,5,26.81,134.05,2026-01-02,Product 28
3590,user1590@mail.com,2,69.74,139.48,2026-01-02,Product 0
3592,user1592@mail.com,2,57.95,115.9,2026-01-02,Product 2
3593,user1593@mail.com,3,56.96,170.88,2026-01-02,Product 3
3594,user1594@mail.com,3,52.73,158.19,2026-01-02,Product 4
3595,user1595@mail.com,3,32.07,96.21,2026-01-02,Product 5
3596,user1596@mail.com,3,68.88,206.64,2026-01-02,Product 6
3597,user1597@mail.com,5,69.13,345.65,2026-01-02,Product 7
3598,user1598@mail.com,4,33.02,132.08,2026-01-02,Product 8
3599,user1599@mail.com,4,73.05,292.2,2026-01-02,Product 9
3600,user1600@mail.com,2,87.22,174.44,2026-01-02,Product 10
3601,user1601@mail.com,1,63.52,63.52,2026-01-02,Product 11
3602,user1602@mail.com,2,20.58,41.16,2026-01-02,Product 12
3603,user1603@mail.com,2,39.45,78.9,2026-01-02,Product 13
3604,user1604@mail.com,2,18.35,36.7,2026-01-02,Product 14
3606,user1606@mail.com,4,29.07,116.28,2026-01-02,Product 16
3607,user1607@mail.com,1,59.92,59.92,2026-01-02,Product 17
3608,user1608@mail.com,2,48.12,96.24,2026-01-02,Product 18
3609,user1609@mail.com,4,75.04,300.16,2026-01-02,Product 19
3610,user1610@mail.com,2,42.67,85.34,2026-01-02,Product 20
3611,user1611@mail.com,3,23.92,71.76,2026-01-02,Product 21
3612,user1612@mail.com,2,31.24,62.48,2026-01-02,Product 22
3613,user1613@mail.com,2,59.12,118.24,2026-01-02,Product 23
3614,user1614@mail.com,5,50.49,252.45,2026-01-02,Product 24
3615,user1615@mail.com,3,13.83,41.49,2026-01-02,Product 25
3616,user1616@mail.com,1,28.9,28.9,2026-01-02,Product 26
3617,user1617@mail.com,2,36.71,73.42,2026-01-02,Product 27
3618,user1618@mail.com,1,75.28,75.28,2026-01-02,Product 28
3620,user1620@mail.com,2,72.82,145.64,2026-01-02,Product 0
3621,user1621@mail.com,5,83.66,418.3,2026-01-02,Product 1
3623,user1623@mail.com,5,16.4,82.0,2026-01-02,Product 3
3624,user1624@mail.com,5,54.38,271.9,2026-01-02,Product 4
3625,user1625@mail.com,4,23.41,93.64,2026-01-02,Product 5
3626,user1626@mail.com,4,41.87,167.48,2026-01-02,Product 6
3627,user1627@mail.com,4,69.69,278.76,2026-01-02,Product 7
3628,user1628@mail.com,2,64.15,128.3,2026-01-02,Product 8
3629,user1629@mail.com,1,21.57,21.57,2026-01-02,Product 9
3630,user1630@mail.com,1,78.14,78.14,2026-01-02,Product 10
3631,user1631@mail.com,4,80.83,323.32,2026-01-02,Product 11
3632,user1632@mail.com,5,22.53,112.65,2026-01-02,Product 12
3634,user1634@mail.com,4,95.07,380.28,2026-01-02,Product 14
3635,user1635@mail.com,5,18.45,92.25,2026-01-02,Product 15
3637,user1637@mail.com,2,78.9,157.8,2026-01-02,Product 17
3638,user1638@mail.com,2,40.32,80.64,2026-01-02,Product 18
3639,,1,96.0,96.0,2026-01-02,Product 19
3640,user1640@mail.com,1,66.19,66.19,2026-01-02,Product 20
3641,user1641@mail.com,3,53.49,160.47,2026-01-02,Product 21
3642,user1642@mail.com,3,40.39,121.17,2026-01-02,Product 22
3643,user1643@mail.com,3,31.52,94.56,2026-01-02,Product 23
3644,user1644@mail.com,3,68.5,205.5,2026-01-02,Product 24
3646,user1646@mail.com,5,42.21,211.05,2026-01-02,Product 26
3647,user1647@mail.com,1,92.6,92.6,2026-01-02,Product 27
3648,user1648@mail.com,2,78.56,157.12,2026-01-02,Product 28
3649,user1649@mail.com,2,33.41,66.82,2026-01-02,Product 29
3650,user1650@mail.com,4,94.9,379.6,2026-01-02,Product 0
3652,user1652@mail.com,3,90.74,272.22,2026-01-02,Product 2
3653,user1653@mail.com,3,22.26,66.78,2026-01-02,Product 3
3654,user1654@mail.com,4,12.97,51.88,2026-01-02,Product 4
3655,user1655@mail.com,2,54.36,108.72,2026-01-02,Product 5
3656,user1656@mail.com,3,50.33,150.99,2026-01-02,Product 6
3657,user1657@mail.com,2,88.28,176.56,2026-01-02,Product 7
3658,user1658@mail.com,4,25.49,101.96,2026-01-02,Product 8
3659,user1659@mail.com,2,12.12,24.24,2026-01-02,Product 9
3660,user1660@mail.com,2,57.63,115.26,2026-01-02,Product 10
3661,user1661@mail.com,2,25.98,51.96,2026-01-02,Product 11
3662,user1662@mail.com,3,14.46,43.38,2026-01-02,Product 12
3663,user1663@mail.com,1,12.0,12.0,2026-01-02,Product 13
3664,user1664@mail.com,5,22.82,114.1,2026-01-02,Product 14
3665,user1665@mail.com,2,43.83,87.66,2026-01-02,Product 15
3666,user1666@mail.com,2,89.56,179.12,2026-01-02,Product 16
3668,user1668@mail.com,1,57.72,57.72,2026-01-02,Product 18
3669,user1669@mail.com,4,48.73,194.92,2026-01-02,Product 19
3670,user1670@mail.com,3,51.02,153.06,2026-01-02,Product 20
3671,user1671@mail.com,1,89.62,89.62,2026-01-02,Product 21
3672,user1672@mail.com,2,75.22,150.44,2026-01-02,Product 22
3673,user1673@mail.com,1,25.48,25.48,2026-01-02,Product 23
3674,user1674@mail.com,1,94.58,94.58,2026-01-02,Product 24
3675,user1675@mail.com,1,79.56,79.56,2026-01-02,Product 25
3676,user1676@mail.com,4,13.07,52.28,2026-01-02,Product 26
3677,user1677@mail.com,5,55.2,276.0,2026-01-02,Product 27
3680,user1680@mail.com,4,41.78,167.12,2026-01-02,Product 0
3681,user1681@mail.com,5,68.35,341.75,2026-01-02,Product 1
3682,user1682@mail.com,4,83.45,333.8,2026-01-02,Product 2
3683,user1683@mail.com,1,97.94,97.94,2026-01-02,Product 3
3684,user1684@mail.com,1,20.95,20.95,2026-01-02,Product 4
3686,user1686@mail.com,4,90.35,361.4,2026-01-02,Product 6
3687,user1687@mail.com,2,74.52,149.04,2026-01-02,Product 7
3688,user1688@mail.com,3,66.92,200.76,2026-01-02,Product 8
3689,user1689@mail.com,1,29.3,29.3,2026-01-02,Product 9
3690,user1690@mail.com,3,83.38,250.14,2026-01-02,Product 10
3691,user1691@mail.com,5,60.62,303.1,2026-01-02,Product 11
3692,user1692@mail.com,1,20.03,20.03,2026-01-02,Product 12
3693,user1693@mail.com,3,94.2,282.6,2026-01-02,Product 13
3694,user1694@mail.com,5,98.96,494.8,2026-01-02,Product 14
3695,user1695@mail.com,3,58.39,175.17,2026-01-02,Product 15
3696,user1696@mail.com,5,79.88,399.4,2026-01-02,Product 16
3697,user1697@mail.com,5,62.5,312.5,2026-01-02,Product 17
3698,user1698@mail.com,1,48.0,48.0,2026-01-02,Product 18
3699,user1699@mail.com,2,46.82,93.64,2026-01-02,Product 19
3700,user1700@mail.com,5,96.79,483.95,2026-01-02,Product 20
3701,user1701@mail.com,5,43.19,215.95,2026-01-02,Product 21
3702,user1702@mail.com,1,54.14,54.14,2026-01-02,Product 22
3703,user1703@mail.com,2,32.36,64.72,2026-01-02,Product 23
3704,user1704@mail.com,4,32.8,131.2,2026-01-02,Product 24
3705,user1705@mail.com,4,42.06,168.24,2026-01-02,Product 25
3706,user1706@mail.com,2,93.23,186.46,2026-01-02,Product 26
3707,user1707@mail.com,3,45.69,137.07,2026-01-02,Product 27
3709,user1709@mail.com,2,59.12,118.24,2026-01-02,Product 29
3710,user1710@mail.com,4,62.48,249.92,2026-01-02,Product 0
3711,user1711@mail.com,5,83.8,419.0,2026-01-02,Product 1
3712,user1712@mail.com,4,91.11,364.44,2026-01-02,Product 2
3713,user1713@mail.com,5,28.79,143.95,2026-01-02,Product 3
3714,user1714@mail.com,1,87.44,87.44,2026-01-02,Product 4
3715,user1715@mail.com,5,59.29,296.45,2026-01-02,Product 5
3716,user1716@mail.com,2,93.2,186.4,2026-01-02,Product 6
3717,user1717@mail.com,5,92.45,462.25,2026-01-02,Product 7
3718,user1718@mail.com,3,45.05,135.15,2026-01-02,Product 8
3719,user1719@mail.com,2,68.67,137.34,2026-01-02,Product 9
3720,user1720@mail.com,1,88.43,88.43,2026-01-02,Product 10
3721,user1721@mail.com,2,44.62,89.24,2026-01-02,Product 11
3722,user1722@mail.com,3,13.94,41.82,2026-01-02,Product 12
3723,user1723@mail.com,1,42.38,42.38,2026-01-02,Product 13
3725,user1725@mail.com,3,82.61,247.83,2026-01-02,Product 15
3726,user1726@mail.com,1,37.87,37.87,2026-01-02,Product 16
3728,user1728@mail.com,2,59.38,118.76,2026-01-02,Product 18
3729,user1729@mail.com,1,62.75,62.75,2026-01-02,Product 19
3730,user1730@mail.com,2,82.63,165.26,2026-01-02,Product 20
3731,user1731@mail.com,5,22.11,110.55,2026-01-02,Product 21
3732,user1732@mail.com,1,11.61,11.61,2026-01-02,Product 22
3733,user1733@mail.com,4,15.1,60.4,2026-01-02,Product 23
3735,user1735@mail.com,1,72.99,72.99,2026-01-02,Product 25
3736,user1736@mail.com,5,32.05,160.25,2026-01-02,Product 26
3737,user1737@mail.com,1,87.17,87.17,2026-01-02,Product 27
3738,user1738@mail.com,2,89.46,178.92,2026-01-02,Product 28
3739,,1,42.05,42.05,2026-01-02,Product 29
3740,user1740@mail.com,4,27.53,110.12,2026-01-02,Product 0
3741,user1741@mail.com,1,54.89,54.89,2026-01-02,Product 1
3743,user1743@mail.com,1,71.64,71.64,2026-01-02,Product 3
3744,user1744@mail.com,2,12.32,24.64,2026-01-02,Product 4
3745,user1745@mail.com,1,10.64,10.64,2026-01-02,Product 5
3746,user1746@mail.com,4,20.24,80.96,2026-01-02,Product 6
3747,user1747@mail.com,5,40.31,201.55,2026-01-02,Product 7
3748,user1748@mail.com,1,58.32,58.32,2026-01-02,Product 8
3749,user1749@mail.com,1,83.58,83.58,2026-01-02,Product 9
3751,user1751@mail.com,4,23.72,94.88,2026-01-02,Product 11
3752,user1752@mail.com,5,87.73,438.65,2026-01-02,Product 12
3753,user1753@mail.com,2,93.16,186.32,2026-01-02,Product 13
3754,user1754@mail.com,1,59.62,59.62,2026-01-02,Product 14
3755,user1755@mail.com,5,80.64,403.2,2026-01-02,Product 15
3756,user1756@mail.com,2,40.84,81.68,2026-01-02,Product 16
3758,user1758@mail.com,4,91.44,365.76,2026-01-02,Product 18
3760,user1760@mail.com,2,11.17,22.34,2026-01-02,Product 20
3761,user1761@mail.com,4,57.1,228.4,2026-01-02,Product 21
3763,user1763@mail.com,4,70.97,283.88,2026-01-02,Product 23
3764,user1764@mail.com,4,26.51,106.04,2026-01-02,Product 24
3765,user1765@mail.com,4,67.55,270.2,2026-01-02,Product 25
3766,user1766@mail.com,3,18.82,56.46,2026-01-02,Product 26
3767,user1767@mail.com,2,78.1,156.2,2026-01-02,Product 27
3768,user1768@mail.com,5,75.38,376.9,2026-01-02,Product 28
3769,user1769@mail.com,5,10.41,52.05,2026-01-02,Product 29
3770,user1770@mail.com,2,81.28,162.56,2026-01-02,Product 0
3771,user1771@mail.com,2,24.74,49.48,2026-01-02,Product 1
3772,user1772@mail.com,2,19.84,39.68,2026-01-02,Product 2
3773,user1773@mail.com,2,55.02,110.04,2026-01-02,Product 3
3774,user1774@mail.com,1,63.11,63.11,2026-01-02,Product 4
3775,user1775@mail.com,5,19.28,96.4,2026-01-02,Product 5
3776,user1776@mail.com,1,37.43,37.43,2026-01-02,Product 6
3777,user1777@mail.com,4,46.7,186.8,2026-01-02,Product 7
3778,user1778@mail.com,4,94.93,379.72,2026-01-02,Product 8
3779,user1779@mail.com,5,32.62,163.1,2026-01-02,Product 9
3780,user1780@mail.com,4,33.44,133.76,2026-01-02,Product 10
3781,user1781@mail.com,2,69.35,138.7,2026-01-02,Product 11
3782,user1782@mail.com,1,75.44,75.44,2026-01-02,Product 12
3783,user1783@mail.com,2,10.97,21.94,2026-01-02,Product 13
3784,user1784@mail.com,4,22.06,88.24,2026-01-02,Product 14
3785,user1785@mail.com,1,42.19,42.19,2026-01-02,Product 15
3786,user1786@mail.com,2,66.88,133.76,2026-01-02,Product 16
3787,user1787@mail.com,5,22.07,110.35,2026-01-02,Product 17
3788,user1788@mail.com,2,42.13,84.26,2026-01-02,Product 18
3789,user1789@mail.com,4,17.22,68.88,2026-01-02,Product 19
3790,user1790@mail.com,1,61.4,61.4,2026-01-02,Product 20
3791,user1791@mail.com,5,48.37,241.85,2026-01-02,Product 21
3792,user1792@mail.com,1,80.93,80.93,2026-01-02,Product 22
3793,user1793@mail.com,5,61.65,308.25,2026-01-02,Product 23
3794,user1794@mail.com,1,69.32,69.32,2026-01-02,Product 24
3795,user1795@mail.com,4,70.4,281.6,2026-01-02,Product 25
3796,user1796@mail.com,5,63.06,315.3,2026-01-02,Product 26
3797,user1797@mail.com,3,11.45,34.35,2026-01-02,Product 27
3798,user1798@mail.com,1,84.89,84.89,2026-01-02,Product 28
3799,user1799@mail.com,1,92.5,92.5,2026-01-02,Product 29
3800,user1800@mail.com,2,58.08,116.16,2026-01-02,Product 0
3801,user1801@mail.com,5,20.09,100.45,2026-01-02,Product 1
3803,user1803@mail.com,4,42.74,170.96,2026-01-02,Product 3
3804,user1804@mail.com,2,16.6,33.2,2026-01-02,Product 4
3805,user1805@mail.com,3,86.88,260.64,2026-01-02,Product 5
3806,user1806@mail.com,5,74.05,370.25,2026-01-02,Product 6
3807,user1807@mail.com,3,82.43,247.29,2026-01-02,Product 7
3808,user1808@mail.com,1,81.65,81.65,2026-01-02,Product 8
3809,user1809@mail.com,1,42.19,42.19,2026-01-02,Product 9
3810,user1810@mail.com,2,53.4,106.8,2026-01-02,Product 10
3811,user1811@mail.com,5,31.03,155.15,2026-01-02,Product 11
3812,user1812@mail.com,5,77.94,389.7,2026-01-02,Product 12
3814,user1814@mail.com,2,68.5,137.0,2026-01-02,Product 14
3815,user1815@mail.com,5,42.1,210.5,2026-01-02,Product 15
3816,user1816@mail.com,1,71.13,71.13,2026-01-02,Product 16
3817,user1817@mail.com,3,70.41,211.23,2026-01-02,Product 17
